188,Spree::Country,1
163,Spree::Country,1
20,Spree::Country,2
142,Spree::Country,2
117,Spree::Country,2
74,Spree::Country,2
98,Spree::Country,2
13,Spree::Country,2
53,Spree::Country,3
195,Spree::Country,3
184,Spree::Country,4
183,Spree::Country,4
67,Spree::Country,4
90,Spree::Country,4
96,Spree::Country,4
152,Spree::Country,4
49,Spree::Country,4
26,Spree::Country,4
162,Spree::Country,4
52,Spree::Country,4
194,Spree::Country,4
1,Spree::Country,4
2,Spree::Country,4
3,Spree::Country,4
5,Spree::Country,4
6,Spree::Country,4
7,Spree::Country,4
8,Spree::Country,4
9,Spree::Country,4
10,Spree::Country,4
11,Spree::Country,4
14,Spree::Country,4
15,Spree::Country,4
16,Spree::Country,4
17,Spree::Country,4
18,Spree::Country,4
19,Spree::Country,4
21,Spree::Country,4
22,Spree::Country,4
24,Spree::Country,4
25,Spree::Country,4
27,Spree::Country,4
28,Spree::Country,4
29,Spree::Country,4
30,Spree::Country,4
31,Spree::Country,4
32,Spree::Country,4
33,Spree::Country,4
34,Spree::Country,4
35,Spree::Country,4
36,Spree::Country,4
38,Spree::Country,4
39,Spree::Country,4
40,Spree::Country,4
41,Spree::Country,4
42,Spree::Country,4
43,Spree::Country,4
44,Spree::Country,4
45,Spree::Country,4
47,Spree::Country,4
50,Spree::Country,4
51,Spree::Country,4
54,Spree::Country,4
56,Spree::Country,4
57,Spree::Country,4
58,Spree::Country,4
59,Spree::Country,4
60,Spree::Country,4
61,Spree::Country,4
62,Spree::Country,4
63,Spree::Country,4
66,Spree::Country,4
68,Spree::Country,2
71,Spree::Country,4
72,Spree::Country,4
73,Spree::Country,4
75,Spree::Country,4
77,Spree::Country,4
79,Spree::Country,4
82,Spree::Country,4
83,Spree::Country,4
84,Spree::Country,4
85,Spree::Country,4
86,Spree::Country,4
87,Spree::Country,4
88,Spree::Country,4
91,Spree::Country,4
92,Spree::Country,4
93,Spree::Country,4
94,Spree::Country,4
95,Spree::Country,4
97,Spree::Country,4
99,Spree::Country,4
100,Spree::Country,4
101,Spree::Country,4
102,Spree::Country,4
103,Spree::Country,4
104,Spree::Country,4
107,Spree::Country,4
108,Spree::Country,4
109,Spree::Country,4
110,Spree::Country,4
111,Spree::Country,4
112,Spree::Country,4
113,Spree::Country,4
114,Spree::Country,4
115,Spree::Country,4
116,Spree::Country,4
119,Spree::Country,4
120,Spree::Country,4
121,Spree::Country,4
122,Spree::Country,4
123,Spree::Country,4
124,Spree::Country,4
125,Spree::Country,4
126,Spree::Country,4
128,Spree::Country,4
129,Spree::Country,4
130,Spree::Country,4
131,Spree::Country,4
132,Spree::Country,4
133,Spree::Country,4
134,Spree::Country,4
136,Spree::Country,4
137,Spree::Country,4
139,Spree::Country,4
140,Spree::Country,4
141,Spree::Country,4
145,Spree::Country,4
146,Spree::Country,4
147,Spree::Country,4
148,Spree::Country,4
105,Spree::Country,4
153,Spree::Country,4
154,Spree::Country,4
155,Spree::Country,4
156,Spree::Country,4
157,Spree::Country,4
158,Spree::Country,4
159,Spree::Country,4
160,Spree::Country,4
165,Spree::Country,4
167,Spree::Country,4
168,Spree::Country,4
169,Spree::Country,4
176,Spree::Country,4
177,Spree::Country,4
178,Spree::Country,4
179,Spree::Country,4
180,Spree::Country,4
181,Spree::Country,4
182,Spree::Country,4
185,Spree::Country,4
186,Spree::Country,4
187,Spree::Country,4
106,Spree::Country,4
188,Spree::Country,4
190,Spree::Country,4
191,Spree::Country,4
193,Spree::Country,4
196,Spree::Country,4
197,Spree::Country,4
198,Spree::Country,4
199,Spree::Country,4
200,Spree::Country,4
201,Spree::Country,4
203,Spree::Country,4
204,Spree::Country,4
205,Spree::Country,4
206,Spree::Country,4
207,Spree::Country,4
209,Spree::Country,4
211,Spree::Country,4
210,Spree::Country,4
212,Spree::Country,4
213,Spree::Country,3
215,Spree::Country,4
214,Spree::Country,4
216,Spree::Country,4
217,Spree::Country,4
218,Spree::Country,4
219,Spree::Country,4
175,Spree::Country,4
224,Spree::Country,4
225,Spree::Country,4
226,Spree::Country,4
